Id,NGram,DF,IDF
0,-100_authentic,9,4.079181246047625
1,-pron-_car,9,4.079181246047625
2,.net,9,4.079181246047625
3,0.50andquot,9,4.079181246047625
4,00003a_fridge,9,4.079181246047625
5,00003b_samsung,9,4.079181246047625
6,12-inch,9,4.079181246047625
7,1st_generation,9,4.079181246047625
8,22x34,9,4.079181246047625
9,285753a,9,4.079181246047625
10,2andquot_diameter,9,4.079181246047625
11,3/8-inch,9,4.079181246047625
12,325i,9,4.079181246047625
13,3rd_grade,9,4.079181246047625
14,40th,9,4.079181246047625
15,5/8andquot,9,4.079181246047625
16,50th_anniversary,9,4.079181246047625
17,5pcs,9,4.079181246047625
18,75ml,9,4.079181246047625
19,802.11b,9,4.079181246047625
20,abbyy,9,4.079181246047625
21,abdominal,9,4.079181246047625
22,abuse,9,4.079181246047625
23,acer_iconia,9,4.079181246047625
24,acne_prone,9,4.079181246047625
25,acqua,9,4.079181246047625
26,acronis_true,9,4.079181246047625
27,across,9,4.079181246047625
28,active_case,9,4.079181246047625
29,adapter_cord,9,4.079181246047625
30,adjustable_ring,9,4.079181246047625
31,adjustable_stand,9,4.079181246047625
32,adjusting,9,4.079181246047625
33,adult_size,9,4.079181246047625
34,aerial,9,4.079181246047625
35,agadir,9,4.079181246047625
36,ahava_time,9,4.079181246047625
37,aid_kit,9,4.079181246047625
38,air_compressor,9,4.079181246047625
39,air_flow,9,4.079181246047625
40,air_wick,9,4.079181246047625
41,ajax,9,4.079181246047625
42,aladdin,9,4.079181246047625
43,albert,9,4.079181246047625
44,alchemist,9,4.079181246047625
45,alcoholics,9,4.079181246047625
46,alex_toys,9,4.079181246047625
47,all_season,9,4.079181246047625
48,alora,9,4.079181246047625
49,alora_ambiance,9,4.079181246047625
50,alpinestars,9,4.079181246047625
51,alum,9,4.079181246047625
52,aluminum_free,9,4.079181246047625
53,amana_maytag,9,4.079181246047625
54,amiibo_card,9,4.079181246047625
55,amplified,9,4.079181246047625
56,andamp_accessory,9,4.079181246047625
57,andamp_andamp,9,4.079181246047625
58,andamp_boch,9,4.079181246047625
59,andamp_diamond,9,4.079181246047625
60,andamp_dress,9,4.079181246047625
61,andamp_free,9,4.079181246047625
62,andamp_girls,9,4.079181246047625
63,andamp_noble,9,4.079181246047625
64,andamp_pepper,9,4.079181246047625
65,andamp_remote,9,4.079181246047625
66,andamp_rice,9,4.079181246047625
67,andamp_wesson,9,4.079181246047625
68,andamp_windows,9,4.079181246047625
69,andis,9,4.079181246047625
70,android_devices,9,4.079181246047625
71,android_samsung,9,4.079181246047625
72,andtrade,9,4.079181246047625
73,angeles_dodgers,9,4.079181246047625
74,angle_stand,9,4.079181246047625
75,ann,9,4.079181246047625
76,anself,9,4.079181246047625
77,antenna_topper,9,4.079181246047625
78,anti_diarrheal,9,4.079181246047625
79,antioxidant_serum,9,4.079181246047625
80,antiqued_silver,9,4.079181246047625
81,anton,9,4.079181246047625
82,apexgears,9,4.079181246047625
83,apple_andamp,9,4.079181246047625
84,apples,9,4.079181246047625
85,appreciation,9,4.079181246047625
86,aquarian_drumhead,9,4.079181246047625
87,archive,9,4.079181246047625
88,armband_iphone,9,4.079181246047625
89,armor_dual,9,4.079181246047625
90,art_stickers,9,4.079181246047625
91,asia,9,4.079181246047625
92,aspherical,9,4.079181246047625
93,assorted_fruit,9,4.079181246047625
94,assorted_sizes,9,4.079181246047625
95,asst,9,4.079181246047625
96,atandamp;t_lucent,9,4.079181246047625
97,athlete,9,4.079181246047625
98,athlon,9,4.079181246047625
99,audio_adapter,9,4.079181246047625
100,austria,9,4.079181246047625
101,auto_aim,9,4.079181246047625
102,avant_g386,9,4.079181246047625
103,awakens,9,4.079181246047625
104,awg_gauge,9,4.079181246047625
105,axiom,9,4.079181246047625
106,azzaro,9,4.079181246047625
107,b12,9,4.079181246047625
108,babydoll,9,4.079181246047625
109,babyliss,9,4.079181246047625
110,backrest,9,4.079181246047625
111,badge_emblem,9,4.079181246047625
112,bag_brown,9,4.079181246047625
113,bag_shoulder,9,4.079181246047625
114,bag_travel,9,4.079181246047625
115,bakugan,9,4.079181246047625
116,ball_pens,9,4.079181246047625
117,balloon_bouquet,9,4.079181246047625
118,bananas,9,4.079181246047625
119,bandai_tamashii,9,4.079181246047625
120,bar_pack,9,4.079181246047625
121,barbecue_sauce,9,4.079181246047625
122,barefoot,9,4.079181246047625
123,barnes_andamp,9,4.079181246047625
124,barnes_noble,9,4.079181246047625
125,bars_chocolate,9,4.079181246047625
126,baseball_bat,9,4.079181246047625
127,baseball_hat,9,4.079181246047625
128,bass_clarinet,9,4.079181246047625
129,bath_mat,9,4.079181246047625
130,battery_battery,9,4.079181246047625
131,battery_charging,9,4.079181246047625
132,battery_compaq,9,4.079181246047625
133,battery_include,9,4.079181246047625
134,battery_kit,9,4.079181246047625
135,battery_motorola,9,4.079181246047625
136,battery_powered,9,4.079181246047625
137,battle_pack,9,4.079181246047625
138,batwing,9,4.079181246047625
139,bausch_lomb,9,4.079181246047625
140,bavvoandreg,9,4.079181246047625
141,bay_buccaneers,9,4.079181246047625
142,beading_station,9,4.079181246047625
143,beads_jewelry,9,4.079181246047625
144,bean_direct,9,4.079181246047625
145,bear_naked,9,4.079181246047625
146,bear_pretty,9,4.079181246047625
147,bearing_assembly,9,4.079181246047625
148,bearing_balls,9,4.079181246047625
149,beauty_bar,9,4.079181246047625
150,beauty_nail,9,4.079181246047625
151,beauty_tool,9,4.079181246047625
152,beech,9,4.079181246047625
153,bees_natural,9,4.079181246047625
154,behavior,9,4.079181246047625
155,belt_loops,9,4.079181246047625
156,bennett,9,4.079181246047625
157,bernat,9,4.079181246047625
158,beveled,9,4.079181246047625
159,beverage_cooler,9,4.079181246047625
160,big_idea,9,4.079181246047625
161,big_tall,9,4.079181246047625
162,biker_patch,9,4.079181246047625
163,bind,9,4.079181246047625
164,binder_inch,9,4.079181246047625
165,binoculars,9,4.079181246047625
166,black_anodized,9,4.079181246047625
167,black_dial,9,4.079181246047625
168,black_dual,9,4.079181246047625
169,black_lacquer,9,4.079181246047625
170,black_matte,9,4.079181246047625
171,black_series,9,4.079181246047625
172,black_sides,9,4.079181246047625
173,black_wood,9,4.079181246047625
174,blackberry_pearl,9,4.079181246047625
175,blackberry_q10,9,4.079181246047625
176,bladder,9,4.079181246047625
177,blanks,9,4.079181246047625
178,blaster_ages,9,4.079181246047625
179,blind_box,9,4.079181246047625
180,block_set,9,4.079181246047625
181,bloody,9,4.079181246047625
182,blowout,9,4.079181246047625
183,blue_fabric,9,4.079181246047625
184,blue_light,9,4.079181246047625
185,blue_orange,9,4.079181246047625
186,blue_size,9,4.079181246047625
187,blunt_tip,9,4.079181246047625
188,boar_bristle,9,4.079181246047625
189,boats,9,4.079181246047625
190,bobby,9,4.079181246047625
191,body_hair,9,4.079181246047625
192,body_protective,9,4.079181246047625
193,body_skinomi,9,4.079181246047625
194,bolle,9,4.079181246047625
195,book_black,9,4.079181246047625
196,book_case,9,4.079181246047625
197,bootcut,9,4.079181246047625
198,borderland,9,4.079181246047625
199,borescope,9,4.079181246047625
200,boston_celtics,9,4.079181246047625
201,bow_rosin,9,4.079181246047625
202,bowie,9,4.079181246047625
203,bowser,9,4.079181246047625
204,box_calendar,9,4.079181246047625
205,box_ounce,9,4.079181246047625
206,boxed_set,9,4.079181246047625
207,boys_shirt,9,4.079181246047625
208,bracelet_bangle,9,4.079181246047625
209,bracelet_jewelry,9,4.079181246047625
210,braided_stainless,9,4.079181246047625
211,brake_light,9,4.079181246047625
212,brand_lcd,9,4.079181246047625
213,breaking_strength,9,4.079181246047625
214,bridesmaid,9,4.079181246047625
215,broan_nutone,9,4.079181246047625
216,brochure,9,4.079181246047625
217,broil_element,9,4.079181246047625
218,bronze_tone,9,4.079181246047625
219,brooch_pin,9,4.079181246047625
220,brown_kraft,9,4.079181246047625
221,bruce,9,4.079181246047625
222,brunette,9,4.079181246047625
223,brush_head,9,4.079181246047625
224,brush_pen,9,4.079181246047625
225,brushed_nickel,9,4.079181246047625
226,brute,9,4.079181246047625
227,bsn,9,4.079181246047625
228,bubble_clear,9,4.079181246047625
229,bubble_gum,9,4.079181246047625
230,buccaneers,9,4.079181246047625
231,build_card,9,4.079181246047625
232,buildable,9,4.079181246047625
233,bulge,9,4.079181246047625
234,bumble,9,4.079181246047625
235,bumper_protection,9,4.079181246047625
236,bundles,9,4.079181246047625
237,burlap_ribbon,9,4.079181246047625
238,burner_grate,9,4.079181246047625
239,burner_receptacle,9,4.079181246047625
240,bushings,9,4.079181246047625
241,business_cards,9,4.079181246047625
242,butterfly_flower,9,4.079181246047625
243,buttermilk,9,4.079181246047625
244,button_head,9,4.079181246047625
245,buy_color,9,4.079181246047625
246,c++,9,4.079181246047625
247,c.skins,9,4.079181246047625
248,cable_andamp,9,4.079181246047625
249,cable_inch,9,4.079181246047625
250,cabrio,9,4.079181246047625
251,cadet,9,4.079181246047625
252,caffe,9,4.079181246047625
253,camber,9,4.079181246047625
254,camellia,9,4.079181246047625
255,campaign,9,4.079181246047625
256,campus,9,4.079181246047625
257,can_opener,9,4.079181246047625
258,cancelling,9,4.079181246047625
259,canvas_art,9,4.079181246047625
260,cap_capacity,9,4.079181246047625
261,cap_cover,9,4.079181246047625
262,cap_pack,9,4.079181246047625
263,cap_sleeve,9,4.079181246047625
264,capacitor_u.s.a.,9,4.079181246047625
265,car_windshield,9,4.079181246047625
266,carbide_end,9,4.079181246047625
267,carbon_black,9,4.079181246047625
268,carbonless,9,4.079181246047625
269,cards_envelope,9,4.079181246047625
270,carnelian,9,4.079181246047625
271,carnival,9,4.079181246047625
272,carr,9,4.079181246047625
273,carry_pouch,9,4.079181246047625
274,carryall,9,4.079181246047625
275,cartridge_high,9,4.079181246047625
276,case_alcatel,9,4.079181246047625
277,case_atandamp;t,9,4.079181246047625
278,case_built,9,4.079181246047625
279,case_color,9,4.079181246047625
280,case_dual,9,4.079181246047625
281,case_faceplate,9,4.079181246047625
282,case_fan,9,4.079181246047625
283,case_innovaa,9,4.079181246047625
284,case_kick,9,4.079181246047625
285,case_luxca,9,4.079181246047625
286,case_magicmobile,9,4.079181246047625
287,case_nagebee,9,4.079181246047625
288,case_replacement,9,4.079181246047625
289,case_stylus,9,4.079181246047625
290,case_tuner,9,4.079181246047625
291,cash_register,9,4.079181246047625
292,cast_car,9,4.079181246047625
293,casting_rod,9,4.079181246047625
294,catalyst,9,4.079181246047625
295,cell_armor,9,4.079181246047625
296,celsius,9,4.079181246047625
297,celtics,9,4.079181246047625
298,centrifuge,9,4.079181246047625
299,centura,9,4.079181246047625
300,ceramic_hair,9,4.079181246047625
301,cereal_box,9,4.079181246047625
302,cereal_packet,9,4.079181246047625
303,certification,9,4.079181246047625
304,cfm_led,9,4.079181246047625
305,chain_bracelet,9,4.079181246047625
306,chain_charm,9,4.079181246047625
307,chain_ring,9,4.079181246047625
308,challenger,9,4.079181246047625
309,channel_ventvisor,9,4.079181246047625
310,charger_cla,9,4.079181246047625
311,charger_gift,9,4.079181246047625
312,charger_travel,9,4.079181246047625
313,charging_data,9,4.079181246047625
314,charleston,9,4.079181246047625
315,charm_fit,9,4.079181246047625
316,checkers,9,4.079181246047625
317,checks,9,4.079181246047625
318,cheesecake,9,4.079181246047625
319,cherry_red,9,4.079181246047625
320,chevron_pattern,9,4.079181246047625
321,chiaogoo,9,4.079181246047625
322,chicken_flavor,9,4.079181246047625
323,chime,9,4.079181246047625
324,chip_snack,9,4.079181246047625
325,chocolate_brown,9,4.079181246047625
326,chocolate_fudge,9,4.079181246047625
327,christening,9,4.079181246047625
328,christopher,9,4.079181246047625
329,chrome_color,9,4.079181246047625
330,chrome_door,9,4.079181246047625
331,cigarette_lighter,9,4.079181246047625
332,cin_exp,9,4.079181246047625
333,cincinnati,9,4.079181246047625
334,circa,9,4.079181246047625
335,clam,9,4.079181246047625
336,clarke,9,4.079181246047625
337,clean_kit,9,4.079181246047625
338,cleanser_ounce,9,4.079181246047625
339,clear_back,9,4.079181246047625
340,clear_lens,9,4.079181246047625
341,clear_protective,9,4.079181246047625
342,clear_skin,9,4.079181246047625
343,clearing,9,4.079181246047625
344,cleveland_cavaliers,9,4.079181246047625
345,clickart,9,4.079181246047625
346,clip_samsung,9,4.079181246047625
347,clone_war,9,4.079181246047625
348,closer,9,4.079181246047625
349,clue,9,4.079181246047625
350,cluefinders,9,4.079181246047625
351,cmos,9,4.079181246047625
352,coal,9,4.079181246047625
353,coasters_set,9,4.079181246047625
354,cocktail_ring,9,4.079181246047625
355,coconut_water,9,4.079181246047625
356,coffee_cups,9,4.079181246047625
357,coffin,9,4.079181246047625
358,coin_holder,9,4.079181246047625
359,cole_reaction,9,4.079181246047625
360,color_code,9,4.079181246047625
361,color_lover,9,4.079181246047625
362,color_series,9,4.079181246047625
363,colors_vary,9,4.079181246047625
364,columbian,9,4.079181246047625
365,combo_amplifier,9,4.079181246047625
366,compact_mirror,9,4.079181246047625
367,compaq_pavilion,9,4.079181246047625
368,compatible_black,9,4.079181246047625
369,compatible_frigidaire,9,4.079181246047625
370,conceal,9,4.079181246047625
371,concord,9,4.079181246047625
372,condiment,9,4.079181246047625
373,conditioning_treatment,9,4.079181246047625
374,conduit,9,4.079181246047625
375,conical,9,4.079181246047625
376,connecting_link,9,4.079181246047625
377,conspiracy,9,4.079181246047625
378,constant,9,4.079181246047625
379,contains,9,4.079181246047625
380,content,9,4.079181246047625
381,contour_palette,9,4.079181246047625
382,contouring,9,4.079181246047625
383,controller_xbox,9,4.079181246047625
384,controllers_skin,9,4.079181246047625
385,cool_tools,9,4.079181246047625
386,cooperstown,9,4.079181246047625
387,copper_alloy,9,4.079181246047625
388,copy_paper,9,4.079181246047625
389,copyright,9,4.079181246047625
390,corgi,9,4.079181246047625
391,corn_pyrex,9,4.079181246047625
392,corrective,9,4.079181246047625
393,cosmetic_brush,9,4.079181246047625
394,cosmetic_case,9,4.079181246047625
395,cosmos_andreg,9,4.079181246047625
396,cost,9,4.079181246047625
397,cotton_duvet,9,4.079181246047625
398,cotton_flannel,9,4.079181246047625
399,cotton_twill,9,4.079181246047625
400,cover+lcd,9,4.079181246047625
401,cover+lcd_screen,9,4.079181246047625
402,cover_bag,9,4.079181246047625
403,cover_guard,9,4.079181246047625
404,cover_metal,9,4.079181246047625
405,cover_nokia,9,4.079181246047625
406,cover_verizon,9,4.079181246047625
407,cover_xbox,9,4.079181246047625
408,cover_zte,9,4.079181246047625
409,covey,9,4.079181246047625
410,craft_designs,9,4.079181246047625
411,craft_molds,9,4.079181246047625
412,crafters_workshop,9,4.079181246047625
413,cream_cleanser,9,4.079181246047625
414,cream_face,9,4.079181246047625
415,crease,9,4.079181246047625
416,criss,9,4.079181246047625
417,croc,9,4.079181246047625
418,cross_training,9,4.079181246047625
419,crossbody_bag,9,4.079181246047625
420,crow,9,4.079181246047625
421,cruzer,9,4.079181246047625
422,crystal_bead,9,4.079181246047625
423,crystal_beads,9,4.079181246047625
424,crystal_light,9,4.079181246047625
425,cto,9,4.079181246047625
426,cult,9,4.079181246047625
427,cultured,9,4.079181246047625
428,cushion_cover,9,4.079181246047625
429,cushioned,9,4.079181246047625
430,custom_controller,9,4.079181246047625
431,cut_andamp,9,4.079181246047625
432,cute_animal,9,4.079181246047625
433,cute_lovely,9,4.079181246047625
434,cutie,9,4.079181246047625
435,cyber_shoot,9,4.079181246047625
436,cyber_shot,9,4.079181246047625
437,cycle_front,9,4.079181246047625
438,d'luca,9,4.079181246047625
439,d300,9,4.079181246047625
440,d300s,9,4.079181246047625
441,d600_d610,9,4.079181246047625
442,dancer,9,4.079181246047625
443,dayspre,9,4.079181246047625
444,daytime,9,4.079181246047625
445,dean_markley,9,4.079181246047625
446,deborah,9,4.079181246047625
447,decks,9,4.079181246047625
448,decorative_throw,9,4.079181246047625
449,decorator,9,4.079181246047625
450,degreaser,9,4.079181246047625
451,degree_rotating,9,4.079181246047625
452,dehumidifier,9,4.079181246047625
453,dell_studio,9,4.079181246047625
454,deluxe_wrist,9,4.079181246047625
455,demi,9,4.079181246047625
456,dentist,9,4.079181246047625
457,depot(r,9,4.079181246047625
458,derby,9,4.079181246047625
459,derive,9,4.079181246047625
460,design_andamp,9,4.079181246047625
461,design_dual,9,4.079181246047625
462,designer_jewelry,9,4.079181246047625
463,destruction,9,4.079181246047625
464,detangling,9,4.079181246047625
465,detergent_pacs,9,4.079181246047625
466,device_year,9,4.079181246047625
467,diamond_plate,9,4.079181246047625
468,diarrheal,9,4.079181246047625
469,digestive,9,4.079181246047625
470,digimon,9,4.079181246047625
471,discontinued,9,4.079181246047625
472,dishwasher_place,9,4.079181246047625
473,dishwasher_silverware,9,4.079181246047625
474,dishwasher_spray,9,4.079181246047625
475,disinfecting_wipes,9,4.079181246047625
476,disney_parks,9,4.079181246047625
477,display_accuracy,9,4.079181246047625
478,displayport,9,4.079181246047625
479,dissolve,9,4.079181246047625
480,diversity,9,4.079181246047625
481,diy_craft,9,4.079181246047625
482,diy_kit,9,4.079181246047625
483,dmax,9,4.079181246047625
484,docooler,9,4.079181246047625
485,doily,9,4.079181246047625
486,doinshop,9,4.079181246047625
487,doll_clothe,9,4.079181246047625
488,doll_set,9,4.079181246047625
489,door_panel,9,4.079181246047625
490,dot_happiness,9,4.079181246047625
491,double_bass,9,4.079181246047625
492,double_flare,9,4.079181246047625
493,double_walled,9,4.079181246047625
494,dr._mcdougall,9,4.079181246047625
495,dragonball,9,4.079181246047625
496,dramatic,9,4.079181246047625
497,drawn_cup,9,4.079181246047625
498,dreamwalk,9,4.079181246047625
499,drive_hdd,9,4.079181246047625
500,drs,9,4.079181246047625
501,drs_design,9,4.079181246047625
502,drum_roller,9,4.079181246047625
503,drum_stick,9,4.079181246047625
504,dry_limited,9,4.079181246047625
505,dryer_thermostat,9,4.079181246047625
506,dryers,9,4.079181246047625
507,ducati,9,4.079181246047625
508,dudes,9,4.079181246047625
509,durability,9,4.079181246047625
510,durango,9,4.079181246047625
511,dust_dirt,9,4.079181246047625
512,dusty,9,4.079181246047625
513,duty_armor,9,4.079181246047625
514,duty_case,9,4.079181246047625
515,duty_rugge,9,4.079181246047625
516,duvet_set,9,4.079181246047625
517,dv5,9,4.079181246047625
518,dvd_set,9,4.079181246047625
519,earphone_jack,9,4.079181246047625
520,earth_best,9,4.079181246047625
521,earthandreg,9,4.079181246047625
522,easter_bunny,9,4.079181246047625
523,eater,9,4.079181246047625
524,eclissare_color,9,4.079181246047625
525,economic,9,4.079181246047625
526,edition_sticker,9,4.079181246047625
527,edward,9,4.079181246047625
528,effect_pedal,9,4.079181246047625
529,elastic_stretch,9,4.079181246047625
530,electrolytic_capacitors,9,4.079181246047625
531,element_surface,9,4.079181246047625
532,elizabeth_craft,9,4.079181246047625
533,elvive,9,4.079181246047625
534,embroidery_kit,9,4.079181246047625
535,embroidery_thread,9,4.079181246047625
536,emile,9,4.079181246047625
537,encarta_reference,9,4.079181246047625
538,enclosed,9,4.079181246047625
539,endnote,9,4.079181246047625
540,energel,9,4.079181246047625
541,english_french,9,4.079181246047625
542,enhancement,9,4.079181246047625
543,entire_board,9,4.079181246047625
544,epic_touch,9,4.079181246047625
545,eric,9,4.079181246047625
546,erlenmeyer,9,4.079181246047625
547,esc,9,4.079181246047625
548,eshave,9,4.079181246047625
549,essie_nail,9,4.079181246047625
550,everlasting,9,4.079181246047625
551,exhaust_manifold,9,4.079181246047625
552,exploration,9,4.079181246047625
553,extech,9,4.079181246047625
554,extra_thick,9,4.079181246047625
555,eye_lash,9,4.079181246047625
556,eyebrow_pencil,9,4.079181246047625
557,ezopower,9,4.079181246047625
558,face_lotion,9,4.079181246047625
559,face_serum,9,4.079181246047625
560,factory_whirlpool,9,4.079181246047625
561,fairtrade,9,4.079181246047625
562,fallen,9,4.079181246047625
563,fame,9,4.079181246047625
564,farberware_classic,9,4.079181246047625
565,fashion_trend,9,4.079181246047625
566,faux_fake,9,4.079181246047625
567,federal_state,9,4.079181246047625
568,female_adapter,9,4.079181246047625
569,fender_stratocaster,9,4.079181246047625
570,ferrules,9,4.079181246047625
571,fifa_soccer,9,4.079181246047625
572,fifth,9,4.079181246047625
573,figaro,9,4.079181246047625
574,file_cabinet,9,4.079181246047625
575,filling_andamp,9,4.079181246047625
576,filter_housing,9,4.079181246047625
577,fine_lines,9,4.079181246047625
578,fish_hook,9,4.079181246047625
579,fishman,9,4.079181246047625
580,fit_tub,9,4.079181246047625
581,fit_whirlpool,9,4.079181246047625
582,flat_black,9,4.079181246047625
583,flavor_ounce,9,4.079181246047625
584,fleece_throw,9,4.079181246047625
585,float_charm,9,4.079181246047625
586,floor_stand,9,4.079181246047625
587,floral_lace,9,4.079181246047625
588,flowmaster,9,4.079181246047625
589,flushable,9,4.079181246047625
590,fluted,9,4.079181246047625
591,folio_book,9,4.079181246047625
592,fones,9,4.079181246047625
593,food_ounce,9,4.079181246047625
594,food_pound,9,4.079181246047625
595,foods_organic,9,4.079181246047625
596,footprint,9,4.079181246047625
597,forms,9,4.079181246047625
598,formula_powder,9,4.079181246047625
599,frame_bumper,9,4.079181246047625
600,framesi_color,9,4.079181246047625
601,francisco_49er,9,4.079181246047625
602,franklin_covey,9,4.079181246047625
603,freak,9,4.079181246047625
604,fred,9,4.079181246047625
605,free_gluten,9,4.079181246047625
606,free_granola,9,4.079181246047625
607,free_paraben,9,4.079181246047625
608,french_manicure,9,4.079181246047625
609,french_roast,9,4.079181246047625
610,freshwater_pearl,9,4.079181246047625
611,fretless,9,4.079181246047625
612,frito,9,4.079181246047625
613,frizzy,9,4.079181246047625
614,front_bucket,9,4.079181246047625
615,front_sway,9,4.079181246047625
616,fry_pan,9,4.079181246047625
617,fsp_whirlpool,9,4.079181246047625
618,fuel_filter,9,4.079181246047625
619,full_length,9,4.079181246047625
620,full_rhinestones,9,4.079181246047625
621,full_sheet,9,4.079181246047625
622,fun_size,9,4.079181246047625
623,funky,9,4.079181246047625
624,fusible,9,4.079181246047625
625,g530h,9,4.079181246047625
626,gag,9,4.079181246047625
627,galaxy_sgh,9,4.079181246047625
628,gameday,9,4.079181246047625
629,gauge_psi,9,4.079181246047625
630,gauntlet,9,4.079181246047625
631,gel_protector,9,4.079181246047625
632,gelatin,9,4.079181246047625
633,gen_case,9,4.079181246047625
634,genealogy,9,4.079181246047625
635,geneva,9,4.079181246047625
636,genuine_dell,9,4.079181246047625
637,georgie,9,4.079181246047625
638,georgie_beauty,9,4.079181246047625
639,gevalia,9,4.079181246047625
640,gift_wrap,9,4.079181246047625
641,girl_infant,9,4.079181246047625
642,girly,9,4.079181246047625
643,glass_round,9,4.079181246047625
644,glass_top,9,4.079181246047625
645,glass_touch,9,4.079181246047625
646,glen,9,4.079181246047625
647,glitter_case,9,4.079181246047625
648,gloves_large,9,4.079181246047625
649,goblet,9,4.079181246047625
650,godin_guitars,9,4.079181246047625
651,goea,9,4.079181246047625
652,gold_bond,9,4.079181246047625
653,gold_crystal,9,4.079181246047625
654,gold_finish,9,4.079181246047625
655,gold_trim,9,4.079181246047625
656,gold_white,9,4.079181246047625
657,golden_gate,9,4.079181246047625
658,golden_vantage,9,4.079181246047625
659,golean,9,4.079181246047625
660,gps_navigation,9,4.079181246047625
661,gram_tube,9,4.079181246047625
662,grater,9,4.079181246047625
663,grave,9,4.079181246047625
664,greatshield,9,4.079181246047625
665,green_box,9,4.079181246047625
666,green_lantern,9,4.079181246047625
667,green_purple,9,4.079181246047625
668,greenwich,9,4.079181246047625
669,greenwich_bay,9,4.079181246047625
670,greet,9,4.079181246047625
671,grind,9,4.079181246047625
672,ground_spike,9,4.079181246047625
673,gsa,9,4.079181246047625
674,gtr,9,4.079181246047625
675,guitar_bone,9,4.079181246047625
676,guitar_ebony,9,4.079181246047625
677,guitar_hanger,9,4.079181246047625
678,guitar_instrument,9,4.079181246047625
679,guitar_rosewood,9,4.079181246047625
680,gumball,9,4.079181246047625
681,gymnastics,9,4.079181246047625
682,hair_accessory,9,4.079181246047625
683,hair_bow,9,4.079181246047625
684,hair_mask,9,4.079181246047625
685,ham,9,4.079181246047625
686,hampton_sun,9,4.079181246047625
687,hand_carved,9,4.079181246047625
688,handbag_purse,9,4.079181246047625
689,handmade_bling,9,4.079181246047625
690,handycam,9,4.079181246047625
691,hard_anodized,9,4.079181246047625
692,hard_gel,9,4.079181246047625
693,hard_silicone,9,4.079181246047625
694,hardness_anti,9,4.079181246047625
695,harmonic,9,4.079181246047625
696,harvard,9,4.079181246047625
697,hatsune_miku,9,4.079181246047625
698,hdmi_adapter,9,4.079181246047625
699,hdmi_dvi,9,4.079181246047625
700,head_black,9,4.079181246047625
701,headache,9,4.079181246047625
702,headless,9,4.079181246047625
703,headlight_bulb,9,4.079181246047625
704,headpiece,9,4.079181246047625
705,headset_mic,9,4.079181246047625
706,heart_design,9,4.079181246047625
707,heater_core,9,4.079181246047625
708,heavy_metal,9,4.079181246047625
709,hempz,9,4.079181246047625
710,herbal_bath,9,4.079181246047625
711,hershey_chocolate,9,4.079181246047625
712,hershey_kisses,9,4.079181246047625
713,hexagonal,9,4.079181246047625
714,hhr,9,4.079181246047625
715,hic,9,4.079181246047625
716,high_precision,9,4.079181246047625
717,highest_quality,9,4.079181246047625
718,hindi,9,4.079181246047625
719,hippo,9,4.079181246047625
720,hitch_pin,9,4.079181246047625
721,hoffman,9,4.079181246047625
722,holder_flip,9,4.079181246047625
723,holder_magnetic,9,4.079181246047625
724,holder_mount,9,4.079181246047625
725,hollowbody,9,4.079181246047625
726,holster_pouch,9,4.079181246047625
727,home_collection,9,4.079181246047625
728,homelegance,9,4.079181246047625
729,homestyle,9,4.079181246047625
730,hori,9,4.079181246047625
731,horses,9,4.079181246047625
732,hot_air,9,4.079181246047625
733,hot_water,9,4.079181246047625
734,hotfix,9,4.079181246047625
735,hotspot,9,4.079181246047625
736,housing_cover,9,4.079181246047625
737,hoya,9,4.079181246047625
738,huggies_pure,9,4.079181246047625
739,hula,9,4.079181246047625
740,hunting_knife,9,4.079181246047625
741,i2-i3,9,4.079181246047625
742,i9200,9,4.079181246047625
743,icecarats,9,4.079181246047625
744,icecarats_designer,9,4.079181246047625
745,icy_hot,9,4.079181246047625
746,iee,9,4.079181246047625
747,ignition_switch,9,4.079181246047625
748,ikn,9,4.079181246047625
749,iluv,9,4.079181246047625
750,immortelle_precious,9,4.079181246047625
751,impact_defender,9,4.079181246047625
752,impact_hard,9,4.079181246047625
753,impossible,9,4.079181246047625
754,inch_foot,9,4.079181246047625
755,inch_pink,9,4.079181246047625
756,inch_ring,9,4.079181246047625
757,inches_long,9,4.079181246047625
758,incontinence_pads,9,4.079181246047625
759,indians,9,4.079181246047625
760,indie_lee,9,4.079181246047625
761,influence,9,4.079181246047625
762,ink_dozen,9,4.079181246047625
763,ink_stamp,9,4.079181246047625
764,inkuten,9,4.079181246047625
765,inlaid,9,4.079181246047625
766,innovaa,9,4.079181246047625
767,instructor,9,4.079181246047625
768,intake_kit,9,4.079181246047625
769,integrate,9,4.079181246047625
770,interact,9,4.079181246047625
771,interval,9,4.079181246047625
772,intuition,9,4.079181246047625
773,ios_android,9,4.079181246047625
774,ipad_black,9,4.079181246047625
775,ipad_case,9,4.079181246047625
776,iphone_blue,9,4.079181246047625
777,iphone_leather,9,4.079181246047625
778,iphone_max,9,4.079181246047625
779,iphone_pink,9,4.079181246047625
780,iphone_purple,9,4.079181246047625
781,ipod_classic,9,4.079181246047625
782,islam,9,4.079181246047625
783,italia,9,4.079181246047625
784,ivencase,9,4.079181246047625
785,jack_richeson,9,4.079181246047625
786,jacket_large,9,4.079181246047625
787,jalapeno,9,4.079181246047625
788,japanese_anime,9,4.079181246047625
789,jeep_grand,9,4.079181246047625
790,jelly_case,9,4.079181246047625
